job_name,comp_name,job_desc,job_tags
Q BURGER(新北市大同區)早餐儲備店經理45K–52K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(泰山仁愛店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(永康大仁店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(高雄市三民區)早午餐儲備店經理 41-50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(高雄文忠店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(高雄市鼓山區)早午餐儲備店經理 41-50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(潭子興華店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台北市中正區)早餐儲備店經理45K-52K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(大里大新店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(基隆深溪店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台中市南屯區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台南不分區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(基隆市)早餐儲備店經理41K-50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台中市西屯區)早午餐儲備店經理 41-50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(西屯重慶店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市樹林區)早餐儲備店經理41K–50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市泰山區)早餐儲備店經理41K–50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市五股區)早餐儲備店經理41K–50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台北市中山區)早餐儲備店經理44K-52K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台北市萬華區)早餐儲備店經理45K-52K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台北市大安區)早餐儲備店經理45K-52K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(桃園民生店) 加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中壢福星店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(台南大同店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(泰山明志科大店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(桃園永安店) 加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(桃園中埔店) 加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER (桃園國聖店) 加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(蘆洲水湳店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新北市汐止區)早餐儲備店經理41K–50K【3周即享3天特休、雙週發薪、高額分潤獎金】,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(汐止忠孝店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(逢甲西安店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(南崁忠孝西店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中正寧波店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中山錦州店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(信義虎林店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中壢龍昌店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(南崁長春店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(蘆洲重陽店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中和大仁店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(文山萬和店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
即將開幕Q BURGER(三重正義國小店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(蘆洲長興店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中山農安店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中壢長江店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(三重頂崁店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(三重長安店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中和景德店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(三峽文化店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新莊建中店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新莊建安店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中和福美店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(樹林樹潭店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(新店中正店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(文山光輝店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(中和仁愛店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(高雄美術店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(桃園市桃園區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(台北市內湖區)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(桃園莊一店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(板橋溪城店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(文山木新店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(板橋海山店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(永和永貞店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(八德陸光店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
Q BURGER(三峽北大店)加入 Q Burger，一起打造平衡生活：免輪班＋雙週發薪＋休假多,Q Burger(直營總公司)_饗樂餐飲實業股份有限公司,圍超友善：同事好聊、工作互助，讓你上班像在交朋友➤【職涯晉升路徑】正職門市夥伴 → 襄理（2-4個月）→ 實習店經理 → 店經理 → 營運主管（最短一年）➤【我們正在找的你】對餐飲服務有熱情，喜歡與人互動希望,[]
